id,listing_name,host_id,host_name,neighborhood,latitude,longitude,room_type,property_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,rating,cleaning_fee,service_fee,instant_bookable,last_review
5593,Maria Curve Stay,3488,Russell,Harlem,40.702523,-73.918663,Private room,Studio,95,8,276,8.75,254,3.4,38,25,True,2026-01-15
5594,Harvey Port Stay,4113,Joshua,SoHo,40.84945,-73.923456,Hotel room,Loft,86,14,261,11.51,115,3.0,43,6,False,2025-12-16
5595,Perez Coves Stay,7414,Calvin,Brooklyn,40.69013,-73.935937,Hotel room,Condo,132,4,124,8.05,348,3.1,47,22,False,2025-09-19
5596,Gregory Flats Stay,7805,Aaron,Manhattan,40.68762,-73.994771,Private room,Villa,136,1,100,6.42,149,4.7,34,5,False,2025-07-01
5597,Smith Mount Stay,2260,Michael,Manhattan,40.654432,-73.736814,Private room,Loft,130,1,318,0.09,288,3.2,31,11,True,2026-01-24
5598,Trevino River Stay,5081,Robert,Queens,40.894794,-73.896339,Hotel room,House,297,1,286,8.19,82,4.2,58,31,True,2025-07-07
5599,Ruiz Village Stay,7579,Nicole,Queens,40.668118,-73.958659,Private room,Apartment,66,6,113,11.18,99,3.9,36,25,False,2025-07-12
5600,Jacob Causeway Stay,7527,Sabrina,Upper East Side,40.713336,-73.850931,Hotel room,Villa,286,14,400,9.89,122,4.2,80,26,True,2026-03-16
5601,Erika Mission Stay,4474,Miguel,Staten Island,40.72175,-73.764037,Hotel room,Studio,187,1,394,2.94,284,3.7,43,34,True,2025-08-22
5602,Daniel Place Stay,3035,Robert,Upper East Side,40.822677,-73.805971,Shared room,Studio,37,13,263,4.15,61,4.1,75,6,False,2025-07-31
5603,Cantu Gardens Stay,2316,Christopher,Brooklyn,40.713197,-73.75839,Entire home/apt,House,422,5,18,5.5,69,4.1,80,39,True,2026-04-10
5604,Glenda Fork Stay,6901,Kelly,Williamsburg,40.773971,-73.701838,Entire home/apt,Apartment,138,8,126,5.95,127,4.6,74,33,True,2025-12-21
5605,Kim Villages Stay,3946,Marie,Manhattan,40.570093,-74.088488,Hotel room,Apartment,142,3,465,4.38,152,3.6,79,12,True,2025-09-03
5606,Miller Union Stay,2572,Ashley,Queens,40.77334,-74.074932,Hotel room,Villa,105,13,449,2.98,201,3.7,40,6,False,2025-09-13
5607,Welch Parkways Stay,5651,Jamie,Upper East Side,40.790743,-74.009682,Entire home/apt,House,236,2,267,8.92,226,3.8,31,24,True,2025-10-26
5608,Katherine Valleys Stay,5425,Dennis,Queens,40.694358,-73.752421,Private room,Condo,124,8,300,2.98,87,4.8,17,37,True,2025-08-08
5609,Mitchell Village Stay,6305,Jonathan,Staten Island,40.718928,-73.83364,Entire home/apt,Studio,444,8,62,2.46,206,4.3,63,21,True,2025-10-14
5610,Ryan Plains Stay,4556,Francisco,Williamsburg,40.768377,-73.742456,Entire home/apt,House,384,6,83,8.18,40,3.7,33,36,True,2026-04-07
5611,Schroeder Dale Stay,8844,Chad,Queens,40.653711,-73.857183,Private room,Loft,82,6,419,0.61,125,3.0,77,26,True,2025-09-25
5612,Robin Branch Stay,9069,Deborah,Chelsea,40.679526,-74.054167,Private room,Apartment,135,4,321,11.16,330,4.8,65,11,False,2026-04-09
5613,Goodwin Ridge Stay,5831,John,SoHo,40.617742,-74.048456,Entire home/apt,House,149,5,34,2.55,345,4.9,72,24,False,2025-10-18
5614,Williams Plains Stay,1963,Theresa,Upper East Side,40.818553,-73.824978,Private room,Loft,150,6,83,0.03,88,4.5,63,17,True,2025-06-08
5615,Todd Wall Stay,3502,George,Brooklyn,40.504448,-74.057406,Private room,Loft,96,1,243,4.59,197,3.7,64,24,True,2026-01-24
5616,Christopher Terrace Stay,3581,Melissa,Harlem,40.642471,-73.914998,Shared room,Apartment,77,4,328,0.81,55,3.1,33,29,False,2026-02-25
5617,Alan Spur Stay,7890,Jonathan,Chelsea,40.604533,-73.904631,Private room,Loft,142,2,206,11.14,107,3.7,40,21,False,2025-07-13
5618,Lisa Land Stay,2027,Mike,Upper East Side,40.853831,-74.06527,Shared room,Villa,61,9,255,6.27,41,4.7,68,7,False,2025-10-24
5619,Romero Flats Stay,4141,Angela,Bronx,40.553303,-73.714578,Private room,Studio,78,6,59,10.55,79,4.5,51,24,False,2025-05-24
5620,Garcia Burgs Stay,3246,Brian,Bronx,40.706522,-74.060274,Private room,Loft,173,9,384,1.87,346,3.8,77,16,False,2026-05-12
5621,Kayla Pass Stay,3664,Gabriel,Williamsburg,40.527008,-73.811074,Hotel room,Villa,266,7,24,6.02,198,3.1,38,10,False,2025-12-26
5622,Francis Creek Stay,2948,Mark,Queens,40.652513,-73.817593,Hotel room,Loft,218,12,282,2.83,156,4.0,47,15,False,2026-02-09
5623,John Village Stay,6938,Cathy,SoHo,40.66023,-73.908924,Entire home/apt,Loft,159,2,483,0.28,83,4.0,76,20,False,2025-10-06
5624,Derek Plaza Stay,5112,Jesse,Upper East Side,40.642429,-73.837442,Entire home/apt,Studio,120,12,395,2.4,99,3.6,51,16,False,2026-04-05
5625,Parks Pine Stay,7981,Mark,SoHo,40.553563,-74.082063,Private room,Condo,64,7,280,0.49,323,3.8,16,15,False,2025-12-02
5626,Cooper Plain Stay,3164,Richard,Brooklyn,40.584183,-73.982897,Hotel room,House,129,14,311,0.66,9,3.0,42,36,False,2025-10-21
5627,David Overpass Stay,1429,Anthony,Upper East Side,40.717355,-73.775187,Shared room,Loft,75,14,468,9.67,21,4.9,15,25,True,2026-01-23
5628,Jennifer Ports Stay,7762,Lori,Bronx,40.86792,-74.065833,Hotel room,House,149,3,93,8.49,191,4.7,23,30,False,2025-12-03
5629,Patterson Mount Stay,9196,Christopher,Chelsea,40.523755,-73.990024,Hotel room,Condo,265,13,457,7.66,59,4.6,12,5,False,2026-03-10
5630,Mckenzie Plains Stay,7483,Cody,Brooklyn,40.5956,-73.725881,Private room,House,174,8,282,6.89,44,4.3,76,8,False,2025-12-22
5631,Bridges Trail Stay,5530,Candice,Upper East Side,40.64676,-74.076961,Shared room,House,69,14,453,11.4,355,4.6,25,24,True,2026-01-02
5632,Jimmy Row Stay,4400,Jessica,Manhattan,40.614762,-73.953306,Shared room,Loft,82,12,394,8.31,195,4.4,56,18,False,2025-09-11
5633,Knight Field Stay,9403,Sheri,Harlem,40.560588,-73.825991,Private room,House,76,7,334,0.69,62,3.5,70,29,False,2025-07-10
5634,Danielle Parkway Stay,2663,Daniel,Upper East Side,40.818053,-73.86597,Shared room,House,65,8,472,3.86,156,3.5,59,33,False,2025-07-30
5635,Salas Via Stay,9188,Jeremy,Chelsea,40.578813,-73.706227,Private room,Condo,133,11,379,0.62,219,3.3,71,33,True,2025-06-23
5636,Laurie Tunnel Stay,7550,Kathleen,Chelsea,40.737113,-73.989181,Entire home/apt,Apartment,442,8,358,8.75,86,3.9,38,31,False,2026-04-15
5637,Yolanda Plaza Stay,5209,Kelly,Chelsea,40.742151,-73.793358,Private room,House,104,1,3,5.11,127,4.3,65,14,True,2026-02-12
5638,Wanda Route Stay,2813,John,Brooklyn,40.56332,-73.898475,Private room,House,43,6,287,2.54,196,4.5,52,30,True,2026-01-16
5639,Duke Mountains Stay,3225,Jennifer,SoHo,40.765982,-74.069313,Private room,Condo,133,12,275,5.19,161,4.0,38,32,False,2026-05-12
5640,Samantha Mews Stay,2568,Amy,Bronx,40.896127,-73.736291,Entire home/apt,Villa,316,12,231,3.98,163,3.6,49,5,False,2025-09-05
5641,Johnathan Circles Stay,8126,Marie,Harlem,40.6397,-73.86779,Hotel room,House,256,3,201,2.34,304,3.1,35,22,True,2026-04-29
5642,Heather Mews Stay,5029,Shelly,Chelsea,40.500679,-74.093141,Shared room,Condo,69,7,333,0.07,303,3.6,66,36,True,2026-03-27
5643,Manuel Isle Stay,4236,Michael,Williamsburg,40.524844,-73.874944,Shared room,House,83,11,74,11.5,315,3.0,53,28,False,2025-06-07
5644,Justin Roads Stay,5416,Michelle,Bronx,40.584541,-73.884302,Entire home/apt,House,407,1,94,10.39,49,4.4,61,7,True,2025-11-24
5645,Regina Loop Stay,1636,Laura,Staten Island,40.830049,-74.071648,Private room,Loft,131,3,199,3.27,248,3.4,80,21,False,2026-04-28
5646,Laurie Mountains Stay,6889,Lisa,Upper East Side,40.58468,-73.724486,Hotel room,Villa,241,3,355,7.92,331,3.7,31,33,True,2025-10-30
5647,Zimmerman Unions Stay,1898,Brad,Harlem,40.590978,-74.066253,Private room,Loft,168,8,350,3.02,335,4.0,72,6,False,2026-03-27
5648,Kevin Highway Stay,1299,Susan,Williamsburg,40.68219,-74.074033,Hotel room,Villa,142,1,195,4.12,300,3.9,37,38,True,2025-12-10
5649,Gregory Brook Stay,4347,Sara,Bronx,40.638394,-73.806486,Shared room,Villa,45,2,175,11.53,75,3.5,54,35,False,2025-07-12
5650,Daniels Pine Stay,1414,Derrick,Queens,40.86498,-73.770908,Shared room,Studio,47,13,416,1.71,223,4.9,58,28,True,2025-06-24
5651,Kara Forges Stay,6682,Rachel,Bronx,40.635697,-73.859081,Entire home/apt,Loft,265,9,345,0.68,96,4.5,70,40,False,2025-06-16
5652,Jason Junctions Stay,6487,Amanda,Brooklyn,40.759478,-73.991309,Private room,House,133,1,6,9.98,221,4.7,47,10,True,2025-12-28
5653,Hill Ford Stay,2051,Robert,Williamsburg,40.773867,-73.932264,Hotel room,Studio,192,9,140,8.63,251,3.4,60,19,True,2025-08-08
5654,Diaz Inlet Stay,4976,Kristina,Brooklyn,40.751959,-73.90686,Private room,Villa,60,13,74,9.69,321,3.8,71,33,True,2025-09-10
5655,Silva Rapids Stay,6964,Justin,Bronx,40.511402,-73.901524,Entire home/apt,Villa,172,9,175,9.5,233,3.8,66,26,True,2025-06-11
5656,Carter Mountain Stay,9320,Stacey,Harlem,40.818442,-74.003264,Entire home/apt,Apartment,185,11,302,5.2,312,3.4,75,10,True,2025-09-09
5657,Gibson Dale Stay,7840,Loretta,Williamsburg,40.780096,-74.055296,Private room,Studio,145,3,374,0.11,340,4.0,56,36,True,2025-06-28
5658,Aaron Tunnel Stay,2377,Joseph,Bronx,40.769978,-73.981891,Private room,Apartment,68,13,388,7.25,353,4.2,22,36,False,2026-05-02
5659,Hernandez Cove Stay,3834,Dawn,Bronx,40.765695,-74.063437,Hotel room,House,151,13,163,3.61,277,3.1,68,13,True,2026-01-26
5660,Baker Spur Stay,8090,Kristine,Harlem,40.72396,-73.926777,Shared room,Villa,33,5,307,11.5,78,3.9,17,21,True,2026-03-19
5661,Tracy Estates Stay,5172,David,Chelsea,40.89734,-73.768516,Private room,Loft,110,7,50,11.46,225,3.2,40,6,False,2026-02-03
5662,Williams Lock Stay,2349,Allison,Harlem,40.770122,-73.723708,Private room,Condo,152,4,495,6.23,298,4.2,59,27,False,2025-06-18
5663,Katrina Stream Stay,6305,Daniel,Harlem,40.723482,-73.743805,Hotel room,House,82,12,226,2.89,216,4.8,55,30,True,2026-04-01
5664,Michael Landing Stay,5255,Adam,Williamsburg,40.7447,-73.827134,Hotel room,Villa,257,13,436,1.43,185,4.7,35,6,True,2025-11-13
5665,Sara Highway Stay,6351,Anthony,Upper East Side,40.799671,-74.088841,Hotel room,House,282,8,23,8.82,321,4.6,30,28,True,2025-06-20
5666,Smith Island Stay,2750,Michael,SoHo,40.793208,-73.927094,Entire home/apt,Studio,335,1,145,7.58,317,3.4,77,8,False,2026-05-10
5667,Lopez Glen Stay,3059,Ashley,Staten Island,40.521815,-73.7143,Shared room,House,60,7,424,1.75,171,4.5,38,18,False,2025-11-24
5668,Jennifer Court Stay,8325,Lynn,Harlem,40.648046,-73.987376,Shared room,House,42,14,164,4.16,125,3.6,41,13,False,2026-04-01
5669,Bradley Gateway Stay,6464,Elizabeth,SoHo,40.673314,-74.088631,Hotel room,Studio,116,4,279,6.38,165,3.0,25,40,True,2025-06-04
5670,Long Station Stay,4340,William,SoHo,40.533886,-73.817109,Entire home/apt,Apartment,309,6,7,3.74,47,4.3,74,13,True,2025-08-17
5671,Jenkins Mountains Stay,1142,William,Queens,40.567115,-73.877165,Shared room,Studio,77,1,498,5.41,59,4.2,57,31,True,2025-11-18
5672,Miller Gardens Stay,6339,Rachel,Queens,40.756701,-74.068847,Shared room,Villa,38,13,483,2.91,213,4.9,62,10,True,2026-04-17
5673,Diana Underpass Stay,3381,Tina,Upper East Side,40.537713,-74.044992,Hotel room,House,163,14,69,1.25,168,3.7,34,11,False,2025-06-10
5674,Patrick Islands Stay,5299,Carol,Staten Island,40.863364,-73.90598,Entire home/apt,Loft,285,8,166,9.99,82,3.8,24,23,True,2026-02-20
5675,Jerome Mountains Stay,8897,Omar,Upper East Side,40.662379,-73.921341,Private room,Condo,41,12,419,4.04,265,3.5,22,10,True,2025-08-14
5676,Marks Junction Stay,4048,Edward,Brooklyn,40.585933,-73.983461,Private room,House,177,6,46,8.07,59,4.1,65,25,True,2025-09-16
5677,Chan Viaduct Stay,5644,Elizabeth,Harlem,40.834178,-73.938473,Entire home/apt,Studio,492,12,56,2.71,103,3.0,40,27,False,2026-02-28
5678,Johnson Knolls Stay,8711,Andrew,Queens,40.879447,-73.830381,Entire home/apt,House,293,11,323,11.27,191,4.1,61,5,True,2025-05-21
5679,John Bypass Stay,6553,Richard,Queens,40.686834,-74.065179,Entire home/apt,House,472,13,476,4.32,307,4.8,38,17,False,2026-03-03
5680,Guerrero Route Stay,4507,Victoria,SoHo,40.730329,-73.919649,Entire home/apt,House,235,5,222,6.56,358,3.4,53,35,True,2026-03-13
5681,Ibarra Cliffs Stay,6139,Robert,Queens,40.576879,-73.874616,Shared room,Condo,54,10,467,7.74,339,3.3,53,14,False,2025-10-20
5682,Melissa Place Stay,1733,Christopher,SoHo,40.522649,-73.934904,Entire home/apt,Studio,240,9,278,11.88,242,4.0,29,5,True,2026-05-08
5683,Michael Neck Stay,1090,Lucas,Bronx,40.848816,-73.855541,Private room,Studio,61,8,149,5.69,364,4.6,57,32,False,2025-10-09
5684,Justin Shores Stay,1702,Collin,Upper East Side,40.822209,-73.780959,Shared room,Condo,51,3,469,0.23,54,3.0,74,20,False,2025-07-24
5685,Hoover Points Stay,5532,John,Harlem,40.887152,-73.878517,Entire home/apt,Condo,440,2,95,2.41,203,4.0,32,25,False,2025-08-17
5686,Christopher Dale Stay,9010,Dominic,Brooklyn,40.516438,-73.929311,Entire home/apt,Villa,151,11,50,1.68,199,4.7,63,11,False,2026-02-14
5687,Tyler Trail Stay,6513,Glenn,Staten Island,40.797373,-73.895469,Shared room,Studio,30,4,32,2.41,356,4.1,48,15,False,2026-02-01
5688,Jason Trail Stay,7049,Timothy,Bronx,40.585259,-73.90022,Private room,Apartment,154,8,142,9.59,152,3.0,34,5,False,2025-11-13
5689,Summers Route Stay,9524,Michelle,Staten Island,40.860263,-73.966741,Entire home/apt,House,178,11,305,7.54,201,4.8,17,31,True,2025-06-27
5690,Byrd Isle Stay,7996,Natalie,Brooklyn,40.736922,-74.055241,Shared room,Apartment,69,4,179,8.11,228,4.1,13,5,True,2026-02-02
5691,Matthew Skyway Stay,3914,Evan,Brooklyn,40.513526,-73.710203,Hotel room,Condo,181,1,494,6.85,268,3.8,52,10,False,2026-01-30
5692,Christopher Course Stay,9083,Felicia,Brooklyn,40.828744,-73.922814,Hotel room,Loft,161,5,466,9.54,287,3.2,58,7,False,2026-03-30
5693,Wong Mountain Stay,4167,Matthew,Chelsea,40.735386,-73.928843,Private room,Villa,130,8,304,10.95,138,4.3,35,8,False,2026-04-16
5694,Jamie Court Stay,8734,Jennifer,Harlem,40.796003,-73.992368,Shared room,Studio,21,4,340,8.98,195,4.7,44,11,True,2025-09-14
5695,Stephen Union Stay,4937,Cynthia,Chelsea,40.652169,-73.935887,Shared room,Loft,24,1,235,3.81,316,3.2,13,8,True,2026-04-10
5696,Howard Lake Stay,7684,Adrienne,Queens,40.881054,-74.08718,Private room,Villa,49,12,274,9.77,186,3.8,16,24,True,2025-05-15
5697,Hannah Alley Stay,4584,Laura,Williamsburg,40.877239,-73.94447,Shared room,Apartment,55,9,492,8.58,60,3.3,55,8,True,2026-03-08
5698,Barnett Forges Stay,1371,Tim,Queens,40.739714,-73.794474,Private room,House,60,5,418,4.6,352,5.0,25,13,False,2026-01-09
5699,Hammond Heights Stay,8719,Beth,Brooklyn,40.778739,-73.713415,Entire home/apt,Loft,321,3,213,5.99,285,3.3,20,22,False,2025-06-15
5700,Peterson Meadow Stay,3765,John,Harlem,40.867709,-74.050979,Hotel room,Villa,89,11,183,6.25,55,4.1,58,9,True,2025-12-08
5701,Brian Ways Stay,8416,Darlene,Chelsea,40.860894,-73.880995,Entire home/apt,Condo,325,9,399,8.63,237,4.7,42,27,False,2026-01-22
5702,Julia Viaduct Stay,2977,Alexander,Chelsea,40.842973,-73.908557,Hotel room,Villa,256,10,199,2.34,42,3.1,32,18,True,2025-12-24
5703,Li Plain Stay,3684,John,Manhattan,40.663552,-73.88747,Private room,Villa,135,9,413,4.56,84,3.9,26,12,True,2025-06-01
5704,Moore Station Stay,5813,Malik,Williamsburg,40.623792,-74.002155,Hotel room,House,124,6,450,10.74,153,4.0,71,37,False,2026-04-14
5705,Holland Extension Stay,6506,Melissa,Harlem,40.686117,-73.776682,Private room,Condo,96,7,158,2.79,282,3.9,34,18,False,2025-05-15
5706,Jessica Drive Stay,3056,Samantha,Harlem,40.714765,-73.792561,Private room,House,142,3,87,9.93,51,4.8,34,5,False,2026-05-13
5707,Charles Prairie Stay,4102,Brian,Manhattan,40.631655,-74.091926,Shared room,Apartment,87,10,183,2.35,332,3.6,40,27,True,2025-10-01
5708,Kimberly Spring Stay,7878,William,Manhattan,40.896736,-73.70132,Private room,Villa,83,12,39,2.7,71,3.8,79,20,False,2025-05-24
5709,Miller Summit Stay,6740,Sierra,Queens,40.608013,-74.064786,Shared room,Studio,27,6,446,1.69,64,4.6,75,37,True,2026-05-05
5710,Sullivan Estate Stay,8998,Caleb,Williamsburg,40.65638,-73.912666,Shared room,Apartment,32,5,60,0.62,186,3.1,22,36,True,2026-04-02
5711,Vasquez Wells Stay,3316,Brooke,Brooklyn,40.561266,-74.006358,Hotel room,Villa,223,6,170,3.56,253,3.8,74,21,False,2025-10-31
5712,Amanda Views Stay,5141,Christopher,Chelsea,40.68688,-73.866333,Shared room,Apartment,45,5,152,2.14,134,3.1,61,31,False,2025-12-12
5713,Benjamin Causeway Stay,9403,Mark,Staten Island,40.812653,-73.701613,Entire home/apt,Apartment,313,13,35,8.46,72,3.3,40,39,False,2025-05-28
5714,Rios Pines Stay,2079,Ryan,Harlem,40.703554,-73.753083,Hotel room,House,115,13,48,1.71,124,4.2,74,13,False,2025-11-08
5715,Monica Extensions Stay,5846,Michael,Brooklyn,40.516703,-73.852263,Shared room,Villa,67,3,201,10.67,254,4.7,37,11,False,2025-09-24
5716,Anderson Branch Stay,5328,Gerald,Williamsburg,40.614129,-74.072558,Shared room,Apartment,83,10,228,8.31,132,3.3,68,14,True,2026-03-21
5717,James Coves Stay,6795,Sheila,Williamsburg,40.593628,-74.062916,Hotel room,Apartment,145,6,392,6.35,21,3.9,20,21,True,2025-05-23
5718,Brown Drives Stay,9434,Lauren,Bronx,40.657785,-73.978722,Private room,Studio,59,11,467,1.19,301,3.4,77,26,True,2025-07-15
5719,Nathaniel Haven Stay,7800,Aaron,Williamsburg,40.894949,-73.842207,Entire home/apt,Studio,154,4,123,8.78,48,4.5,70,21,True,2026-01-16
5720,Brittany Skyway Stay,9276,Robert,Bronx,40.571162,-73.845239,Shared room,House,35,6,424,7.73,143,4.9,61,21,True,2026-03-01
5721,Jared Heights Stay,3456,Tonya,Queens,40.876178,-74.042971,Shared room,Villa,27,12,154,6.22,86,4.1,49,19,False,2026-02-05
5722,Jennifer Islands Stay,5429,Charles,SoHo,40.531917,-73.812677,Hotel room,House,216,14,20,8.7,59,4.3,16,40,False,2025-11-03
5723,Baker Extension Stay,4175,Cassandra,Upper East Side,40.617998,-74.036808,Shared room,Loft,46,2,457,11.91,258,4.6,65,12,False,2025-12-01
5724,Kari Cliff Stay,5229,Laura,SoHo,40.871152,-73.939567,Hotel room,Loft,245,12,16,7.74,323,3.8,23,23,True,2025-12-30
5725,Joseph Locks Stay,5326,David,Williamsburg,40.682181,-73.823043,Shared room,House,87,14,0,6.48,147,4.7,19,13,False,2025-12-25
5726,Cheryl Prairie Stay,1266,Edwin,Chelsea,40.685777,-73.779824,Shared room,House,63,6,98,3.94,91,3.5,42,14,False,2025-06-09
5727,Lee Glen Stay,7643,Robert,Chelsea,40.503111,-74.014153,Hotel room,Studio,223,3,380,2.01,334,3.3,59,13,False,2025-10-20
5728,Karen Union Stay,7679,Jacob,Chelsea,40.590945,-74.002747,Hotel room,Loft,263,2,253,7.93,59,4.6,64,15,False,2025-12-22
5729,Baker Viaduct Stay,8256,Alisha,Queens,40.673392,-74.098983,Entire home/apt,Condo,496,1,322,3.59,358,4.1,34,17,False,2025-05-31
5730,Henry Spurs Stay,9316,Jenny,Harlem,40.868707,-73.713851,Hotel room,Condo,88,12,168,6.59,258,4.7,35,35,True,2026-04-20
5731,Pedro Brooks Stay,9185,Kenneth,Bronx,40.698509,-73.87246,Shared room,Villa,65,4,146,1.42,158,3.0,73,10,False,2025-07-13
5732,Austin Plaza Stay,6676,Ronald,Queens,40.821657,-73.898618,Entire home/apt,House,476,8,496,10.54,129,3.4,14,39,True,2025-05-16
5733,Sandoval Club Stay,9219,Ashley,Staten Island,40.852083,-73.719007,Hotel room,Studio,287,14,221,3.91,245,4.5,35,17,False,2025-06-15
5734,Nichols Squares Stay,8581,Gabriel,SoHo,40.631151,-74.031307,Shared room,Apartment,33,8,368,10.48,305,3.5,80,26,True,2026-02-25
5735,Thompson Flats Stay,5543,Sharon,Manhattan,40.562723,-73.839667,Entire home/apt,Loft,214,3,151,9.46,173,4.1,24,17,False,2025-09-21
5736,Dominguez Mission Stay,4066,Kathryn,Harlem,40.700328,-73.894733,Entire home/apt,Loft,270,2,148,2.88,62,4.1,32,23,False,2026-02-06
5737,Smith Landing Stay,5894,Rachel,Williamsburg,40.580681,-73.870109,Entire home/apt,Condo,356,7,289,3.79,156,4.3,31,19,True,2026-05-03
5738,Erickson Station Stay,4598,Brandon,Brooklyn,40.588034,-73.775234,Private room,Villa,56,12,225,7.38,30,3.1,17,15,True,2025-12-22
5739,Garcia Dam Stay,7459,Elizabeth,Queens,40.594444,-73.823831,Hotel room,Studio,181,3,451,3.34,257,3.0,75,10,False,2025-09-08
5740,Shelton Lake Stay,6866,Richard,Williamsburg,40.702688,-74.038175,Shared room,Villa,37,9,2,8.59,101,3.1,42,18,False,2026-04-15
5741,Tristan Inlet Stay,1511,Carrie,Brooklyn,40.559673,-73.885473,Hotel room,Condo,153,10,404,8.65,41,4.2,34,18,False,2026-02-16
5742,Whitney Lights Stay,1271,Jeffrey,Upper East Side,40.782446,-73.839626,Hotel room,Loft,168,7,75,9.02,302,3.6,14,22,False,2025-10-15
5743,Berry Roads Stay,6191,Jason,Bronx,40.549287,-73.98849,Private room,Apartment,58,12,343,7.67,295,4.0,26,34,False,2025-08-05
5744,Benson Extensions Stay,8388,Sara,Williamsburg,40.804408,-73.871514,Shared room,Condo,35,9,399,4.94,168,4.7,61,36,False,2026-05-04
5745,White Stravenue Stay,4584,Michael,SoHo,40.754434,-73.951336,Entire home/apt,Studio,120,1,341,6.49,17,5.0,30,33,True,2025-07-24
5746,Sheryl Square Stay,4045,Jennifer,Chelsea,40.567263,-73.985298,Shared room,Apartment,87,3,495,2.75,73,4.4,14,34,True,2025-05-20
5747,Allison Underpass Stay,4289,David,Brooklyn,40.60704,-73.769035,Private room,Condo,74,8,129,11.33,114,4.6,63,14,True,2026-02-02
5748,Rachel Lodge Stay,3351,Lynn,Upper East Side,40.745921,-74.024781,Private room,Condo,44,10,246,7.6,135,3.3,66,17,False,2025-10-08
5749,Cummings Route Stay,8863,Christopher,Queens,40.636885,-73.888306,Entire home/apt,Condo,295,14,271,5.42,144,3.5,60,26,True,2025-06-02
5750,John Glen Stay,3049,Melissa,Upper East Side,40.708667,-73.982125,Private room,Loft,160,1,137,9.16,220,4.7,65,26,False,2025-08-09
5751,Joshua Parks Stay,5822,Christine,Bronx,40.893741,-73.938914,Hotel room,Villa,219,12,77,8.48,11,3.9,52,35,True,2025-06-24
5752,Avery Haven Stay,2456,John,Williamsburg,40.754725,-73.787695,Private room,Condo,70,4,415,4.17,15,3.0,43,32,False,2025-05-27
5753,Jarvis Canyon Stay,1371,Stephanie,Queens,40.684589,-73.974204,Private room,Studio,172,6,429,10.27,342,4.2,75,15,False,2026-04-06
5754,Cooper Via Stay,2561,John,Harlem,40.888698,-73.926619,Private room,Apartment,98,13,56,6.16,295,4.1,46,12,True,2025-12-12
5755,Baxter Grove Stay,6178,Shawn,SoHo,40.771935,-74.012771,Hotel room,Apartment,201,4,112,5.68,243,4.8,45,25,False,2026-01-19
5756,Nguyen Canyon Stay,4940,Gina,Manhattan,40.720583,-73.770633,Shared room,House,73,12,191,4.91,132,3.9,40,39,True,2025-08-01
5757,David Island Stay,5977,Molly,Williamsburg,40.640668,-73.961346,Private room,Loft,160,1,479,3.72,55,4.5,80,36,True,2025-12-21
5758,Mccormick Ports Stay,3935,Maria,Williamsburg,40.854162,-73.81657,Entire home/apt,Condo,140,10,496,8.31,312,3.3,21,40,True,2026-05-10
5759,Bauer Ville Stay,1727,Hunter,SoHo,40.813366,-73.897569,Entire home/apt,Loft,323,12,470,6.92,1,4.2,35,21,False,2025-12-28
5760,Christy Union Stay,9358,Antonio,Chelsea,40.84658,-74.037736,Hotel room,Studio,187,6,471,10.41,99,3.1,47,7,True,2025-05-27
5761,Christina Loaf Stay,4866,Corey,Chelsea,40.808494,-73.851595,Entire home/apt,Loft,367,10,184,3.19,321,4.2,41,25,True,2026-01-16
5762,Daniel Via Stay,6313,Jennifer,Harlem,40.52164,-74.020982,Private room,House,150,12,458,5.75,353,4.2,32,26,False,2025-12-30
5763,Miller Fields Stay,9304,Diane,Upper East Side,40.798793,-73.809911,Entire home/apt,Loft,176,3,102,6.81,100,4.2,73,33,False,2026-01-09
5764,Banks Radial Stay,9156,Daniel,Staten Island,40.762109,-74.072665,Entire home/apt,Villa,257,7,152,3.88,247,3.4,28,5,True,2026-01-18
5765,Tina Islands Stay,5731,James,Bronx,40.637739,-73.98562,Shared room,Villa,58,6,26,0.06,15,3.2,67,31,False,2025-11-03
5766,Chung Mountains Stay,2077,Diane,Queens,40.811167,-73.974196,Entire home/apt,Apartment,239,10,292,1.92,149,3.6,42,11,True,2025-08-10
5767,Jeffery Pike Stay,6457,Joshua,Harlem,40.776479,-73.83999,Hotel room,House,84,7,184,10.57,339,4.0,77,33,False,2025-06-18
5768,Logan Passage Stay,3412,Gary,Chelsea,40.737318,-73.752151,Hotel room,Studio,290,7,97,2.24,111,5.0,24,15,True,2025-06-18
5769,Howard Spring Stay,4339,Daniel,Upper East Side,40.682803,-73.934384,Private room,Studio,110,10,226,0.05,220,3.5,55,30,False,2025-11-26
5770,Chambers Lock Stay,5629,Timothy,Williamsburg,40.59912,-74.038627,Shared room,Studio,82,13,448,11.76,50,4.7,25,36,True,2026-02-28
5771,Marquez Locks Stay,8527,Paul,Queens,40.808674,-74.042121,Private room,Apartment,171,9,257,4.02,247,4.3,41,38,True,2025-12-12
5772,Earl Drive Stay,3585,Sean,Upper East Side,40.530207,-73.997326,Hotel room,House,247,7,401,5.09,331,3.9,41,22,True,2025-07-08
5773,Schwartz Summit Stay,3960,Mary,Williamsburg,40.573495,-73.766812,Hotel room,House,239,14,131,2.72,83,4.4,69,11,True,2025-12-01
